시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
월영동주민센터,경상남도,창원시,48125,경상남도 창원시 마산합포구 월영남1길 13,경상남도 창원시 마산합포구 해운동 14-15,35.1792622,128.5577721,월영동주민센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,마산합포구청,055-212-4386,2020-07-14,5670000,경상남도 창원시
산호동주민센터,경상남도,창원시,48125,경상남도 창원시 마산합포구 산호남로 60,경상남도 창원시 마산합포구 산호동 157-4,35.216042,128.5859933,산호동주민센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,마산합포구청,055-212-4386,2020-07-14,5670000,경상남도 창원시
광주광역시 동구청,광주광역시,동구,29110,광주광역시 동구 서남로1,광주광역시 동구 서석동 31,35.14614143,126.9230951,현관 입구 오른편,8:00,19:00,0:00,0:00,0:00,0:00,2,N,N,광주광역시동구,062-608-3161,2020-08-20,3590000,광주광역시 동구
전동휠체어충전기,강원도,양양군,42830,강원도 양양군 양양읍 군청길 1,강원도 양양군 양양읍 군행리 8,38.07550927,128.6189567,양양군청,9:00,18:00,9:00,18:00,9:00,18:00,4,N,N,양양군,033-670-2169,2020-07-20,4350000,강원도 양양군
전동휠체어충전기,강원도,양양군,42830,강원도 양양군 양양읍 관아길 32,강원도 양양군 양양읍 연창리 221,38.08066407,128.6240303,양양읍사무소,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,양양군,033-670-2169,2020-07-20,4350000,강원도 양양군
전동휠체어충전기,강원도,양양군,42830,강원도 양양군 서면 물윗구미길 5,강원도 양양군 서면 상평리 35-3,38.07151503,128.5852571,서면사무소,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,양양군,033-670-2169,2020-07-20,4350000,강원도 양양군
전동휠체어충전기,강원도,양양군,42830,강원도 양양군 손양면 손중로 209,강원도 양양군 손양면 하왕도리 145-3,38.06020772,128.6416845,손양면사무소,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,양양군,033-670-2169,2020-07-20,4350000,강원도 양양군
전동휠체어충전기,강원도,양양군,42830,강원도 양양군 현북면 하조대1길 41-8,강원도 양양군 현북면 하광정리 124-1,38.01899811,128.7231385,현북면사무소,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,양양군,033-670-2169,2020-07-20,4350000,강원도 양양군
전동휠체어충전기,강원도,양양군,42830,강원도 양양군 현남면 인구중앙길 45,강원도 양양군 현남면 인구리 19-1,37.96922787,128.7594757,현남면사무소,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,양양군,033-670-2169,2020-07-20,4350000,강원도 양양군
전동휠체어충전기,강원도,양양군,42830,강원도 양양군 강현면 동해대로 3509,강원도 양양군 강현면 정암리 450-4,38.14992556,128.6076144,강현면사무소,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,양양군,033-670-2169,2020-07-20,4350000,강원도 양양군
전동휠체어충전기,강원도,양양군,42830,강원도 양양군 양양읍 일출로 540,강원도 양양군 양양읍 연창리 203-2,38.0770174,128.6269035,양양군문화복지회관,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,양양군,033-670-2169,2020-07-20,4350000,강원도 양양군
전동휠체어충전기,강원도,양양군,42830,강원도 양양군 양양읍 일출로 570,강원도 양양군 양양읍 남문리 210-36,38.07448439,128.62455,양양웰컴센터,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,양양군,033-670-2169,2020-07-20,4350000,강원도 양양군
전동휠체어충전기,강원도,양양군,42830,강원도 양양군 양양읍 양양로 9-5,강원도 양양군 양양읍 연창리 203-5,38.07784528,128.6274871,양양군장애인복지회관,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,양양군,033-670-2169,2020-07-20,4350000,강원도 양양군
전동휠체어급속충전기,전라남도,장흥군,46800,전라남도 장흥군 장흥읍 북부로 73,전라남도 장흥군 장흥읍 건산리 578-1,34.68686394,126.9096498,장흥군장애인단체사무실,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전남 장흥군 장흥군청(생활보장팀),061-860-5832,2020-07-13,4910000,전라남도 장흥군
전동휠체어급속충전기,전라남도,장흥군,46800,전라남도 장흥군 장흥읍 흥성로 25,전라남도 장흥군 장흥읍 건산리 211-5,34.67460606,126.9069397,전라남도장애인복지관장흥분관,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,전라남도장애인복지관장흥분관,061-864-4105,2020-07-13,4910000,전라남도 장흥군
전동휠체어급속충전기,전라남도,장흥군,46800,전라남도 장흥군 관산읍 관산로 71,전라남도 장흥군 관산읍 옥당리 421-3,34.56159652,126.938932,관산읍행정복지센터,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,전남 장흥군 관산읍행정복지센터,061-860-8422,2020-07-13,4910000,전라남도 장흥군
전동휠체어급속충전기,전라남도,장흥군,46800,전라남도 장흥군 회진면 회진중앙길 12,전라남도 장흥군 회진면 회진리 2140-7,34.48151886,126.9395691,회진면행정복지센터,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,전남 장흥군 회진면행정복지센터,061-860-8730,2020-07-13,4910000,전라남도 장흥군
전동휠체어급속충전기,전라남도,장흥군,46800,전라남도 장흥군 장평면 장평중앙길 42,전라남도 장흥군 장평면 용강리 27-1,34.773649,126.9748129,장평면행정복지센터,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,전남 장흥군 회진면행정복지센터,061-860-8757,2020-07-13,4910000,전라남도 장흥군
전곡읍행정복지센터,경기도,연천군,41800,경기도 연천군 전곡읍 은전로 45,경기도 연천군 전곡읍 은대리 573,38.02803544,127.0637091,관공서,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,연천군청,031-839-2264,2020-06-30,4140000,경기도 연천군
연천군장애인재활작업장,경기도,연천군,41800,경기도 연천군 전곡읍 선사로447,경기도 연천군 전곡읍 전곡리 355-35,38.02900556,127.0724482,장애인단체,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,Y,연천군청,031-839-2264,2020-06-30,4140000,경기도 연천군
성남 장애인종합복지관,경기도,성남시,41133,경기도 성남시 중원구 사기막골로 150번길 20(상대원동),경기도 성남시 중원구 상대원동 69-1,37.44342424,127.178863,성남 장애인종합복지관 1층 현관,9:00,18:00,9:00,14:00,0:00,0:00,1,N,N,성남 장애인종합복지관,031-720-2870,2020-06-30,3780000,경기도 성남시
중탑종합사회복지관,경기도,성남시,41135,경기도 성남시 분당구 판교로 607(야탑동),경기도 성남시 분당구 야탑동 165,37.40753191,127.1411836,중탑종합사회복지관 1층 로비,9:00,18:00,9:00,13:00,0:00,0:00,1,N,N,중탑종합사회복지관,031-706-0167,2020-06-30,3780000,경기도 성남시
중원구청,경기도,성남시,41133,경기도 성남시 중원구 제일로 36(성남동),경기도 성남시 중원구 성남동 3129,37.4303917,127.1372991,중원구청 1층 당직실,9:00,18:00,9:00,18:00,0:00,0:00,1,N,N,중원구청,000-0000-0000,2020-06-30,3780000,경기도 성남시
분당구청,경기도,성남시,41135,경기도 성남시 분당구 분당로 50(수내동),경기도 성남시 분당구 수내동 1,37.3827711,127.1189203,분당구청 민원실,9:00,18:00,9:00,18:00,0:00,0:00,1,N,N,분당구청,000-0000-0000,2020-06-30,3780000,경기도 성남시
성남시청,경기도,성남시,41133,경기도 성남시 중원구 성남대로 997(여수동),경기도 성남시 중원구 여수동 200,37.42017744,127.1262818,성남시청 현관 입구,9:00,18:00,9:00,18:00,9:00,18:00,1,N,N,성남시청,031-729-4845,2020-06-30,3780000,경기도 성남시
수정구청,경기도,성남시,41131,경기도 성남시 수정구 수정로 283 (신흥동),경기도 성남시 수정구 신흥동 30,37.4503767,127.1457122,수정구청 1층 종합민원실 앞,9:00,18:00,9:00,18:00,9:00,18:00,1,N,N,수정구청,000-0000-0000,2020-06-30,3780000,경기도 성남시
수정구보건소,경기도,성남시,41131,경기도 성남시 수정구 수정로 218 (신흥동),경기도 성남시 수정구 신흥동 3435,37.444326,127.1440597,수정구보건소 2층 민원실 앞,9:00,18:00,9:00,18:00,9:00,18:00,1,N,N,수정구보건소,000-0000-0000,2020-06-30,3780000,경기도 성남시
중원IL센터,경기도,성남시,41133,경기도 성남시 중원구 산성대로 386(금광동),경기도 성남시 중원구 금광동 4400,37.44635157,127.158051,중원IL센터,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,중원IL센터,070-4236-4587,2020-06-30,3780000,경기도 성남시
단대오거리역,경기도,성남시,41131,경기도 성남시 수정구 산성대로 365(신흥동),경기도 성남시 수정구 신흥동 2467,37.4405249,127.1460051,단대오거리역,6:00,23:00,6:00,23:00,6:00,23:00,1,N,N,단대오거리역,070-4236-4587,2020-06-30,3780000,경기도 성남시
모란역,경기도,성남시,41131,경기도 성남시 수정구 산성대로 100(수진동),경기도 성남시 수정구 수진동 4518,37.43385134,127.1295498,모란역,6:00,23:00,6:00,23:00,6:00,23:00,1,N,N,모란역,070-4236-4587,2020-06-30,3780000,경기도 성남시
산성역,경기도,성남시,41131,경기도 성남시 수정구 수정로 지하 365 (신흥동),경기도 성남시 수정구 신흥동 7,37.45652557,127.1499423,산성역 대합실입구 앞,6:00,23:00,6:00,23:00,6:00,23:00,1,N,N,산성역,070-4236-4587,2020-06-30,3780000,경기도 성남시
정자역,경기도,성남시,41135,경기도 성남시 분당구 성남대로 지하 333 (정자동),경기도 성남시 분당구 정자동 95-1,37.36618464,127.1080613,"정자역 3, 4번 출구 사이",6:00,23:00,6:00,23:00,6:00,23:00,1,N,N,정자역,070-4236-4587,2020-06-30,3780000,경기도 성남시
태평역,경기도,성남시,41131,경기도 성남시 수정구 성남대로 지하 1229 (수진동),경기도 성남시 수정구 수진동 4808,37.439886,127.127658,태평역 5번 출구 엘리베이터 앞,6:00,23:00,6:00,23:00,6:00,23:00,1,N,N,태평역,070-4236-4587,2020-06-30,3780000,경기도 성남시
남한산성입구역,경기도,성남시,41131,경기도 성남시 수정구 산성대로 지하 445 (단대동),경기도 성남시 수정구 단대동 96,37.45156789,127.159801,남한산성입구역 대합실 엘리베이터 앞,6:00,23:00,6:00,23:00,6:00,23:00,1,N,N,남한산성입구역,070-4236-4587,2020-06-30,3780000,경기도 성남시
신흥역,경기도,성남시,41131,경기도 성남시 수정구 산성대로 지하 280 (신흥동),경기도 성남시 수정구 신흥동 2467,37.44118543,127.1481082,신흥역 대합실 4번 출구 방향,6:00,23:00,6:00,23:00,6:00,23:00,1,N,N,신흥역,070-4236-4587,2020-06-30,3780000,경기도 성남시
수진역,경기도,성남시,41131,경기도 성남시 수정구 산성대로 지하 200 (수진동),경기도 성남시 수정구 수진동 2205-1,37.43746109,127.1403539,수진역 개찰구 입구,6:00,23:00,6:00,23:00,6:00,23:00,1,N,N,수진역,070-4236-4587,2020-06-30,3780000,경기도 성남시
서현역,경기도,성남시,41135,경기도 성남시 분당구 성남대로 지하 601 (서현동),경기도 성남시 분당구 서현동 263,37.38501543,127.1234315,서현역 대합실 옆,6:00,23:00,6:00,23:00,6:00,23:00,1,N,N,서현역,031-701-2779,2020-06-30,3780000,경기도 성남시
중원구보건소,경기도,성남시,41133,경기도 성남시 중원구 금상로 137(상대원동),경기도 성남시 중원구 상대원동 269-10,37.44215706,127.1705795,중원구보건소,9:00,18:00,9:00,18:00,9:00,18:00,1,N,N,중원구보건소,070-4236-4587,2020-06-30,3780000,경기도 성남시
노리매,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,제주특별자치도 서귀포시 대정읍 구억리 654-1,33.28254489,126.2873439,1층 커피숍 중앙,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2020-10-14,6500000,제주특별자치도
신도보건진료소,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 대정읍 도원로 37,제주특별자치도 서귀포시 대정읍 신도리 2979-3,33.27748499,126.1742628,1층 치료실 앞,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2020-10-14,6500000,제주특별자치도
서귀포시 동부보건소,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 남원읍 태위로 527,제주특별자치도 서귀포시 남원읍 남원리 2359-1,33.27562882,126.7034233,1층 체력단련장 내부,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2020-10-14,6500000,제주특별자치도
천지연 폭포,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 남성중로 2-11,제주특별자치도 서귀포시 서홍동 668,33.24421235,126.5597717,매표소 좌측 휠체어 대여소,9:00,21:00,9:00,21:00,9:00,21:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2020-10-14,6500000,제주특별자치도
하남종합사회복지관,광주광역시,광산구,11680,광주광역시 광산구 월곡산정로 12,광주광역시 광산구 우산동 1571-1,35.16631652,126.8038706,1층 사무실 내부,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,하남종합사회복지관,062-951-0701,2020-07-10,3630000,광주광역시 광산구
송광종합사회복지관,광주광역시,광산구,11680,광주광역시 광산구 우산로 17,광주광역시 광산구 우산동 1603-1,35.15982359,126.8041452,1층 장애인쉼터 내부,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,송광종합사회복지관,062-941-8248,2020-07-10,3630000,광주광역시 광산구
행복나루노인복지관,광주광역시,광산구,11680,광주광역시 광산구 송정로 52번길 20,광주광역시 광산구 도산동 925-1,35.13485908,126.7951507,1층 현관 입구,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,행복나루노인복지관,062-942-3663,2020-07-10,3630000,광주광역시 광산구
보람의집,광주광역시,광산구,11680,광주광역시 광산구 본동로 165-65,광주광역시 광산구 덕림동 15,35.17201602,126.6800066,1층 현관 입구,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,보람의집,062-944-2506,2020-07-10,3630000,광주광역시 광산구
무등장애인자립생활센터,광주광역시,광산구,11680,광주광역시 광산구 월곡중앙로33번길 17,광주광역시 광산구 월곡동 550-4,35.16927924,126.8100677,1층 센터 입구,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,무등장애인자립생활센터,062-433-0215,2020-07-10,3630000,광주광역시 광산구
광산구장애인협회,광주광역시,광산구,11680,광주광역시 광산구 고봉로 128,광주광역시 광산구 하남동 398-2,35.18499052,126.7939271,1층 현관 입구,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,광산구장애인협회,062-945-0057,2020-07-10,3630000,광주광역시 광산구
광주광역시지체장애인협회 광산구지회,광주광역시,광산구,11680,광주광역시 광산구 목련로 219번길 15,광주광역시 광산구 운남동 387-49,35.17256,126.8218147,1층 사무실내부,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,광주광역시지체장애인협회 광산구지회,062-972-9903,2020-07-10,3630000,광주광역시 광산구
더불어락노인복지관,광주광역시,광산구,11680,광주광역시 광산구 목련로 156,광주광역시 광산구 운남동 799-1,35.17144075,126.8159421,1층 현관 입구,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,더불어락노인복지관,062-959-9004,2020-07-10,3630000,광주광역시 광산구
광산구장애인복지관,광주광역시,광산구,11680,광주광역시 광산구 무진대로 276,광주광역시 광산구 우산동1595-1,35.16089747,126.810614,1층 현관 입구,9:00,18:00,9:00,18:00,9:00,18:00,2,Y,Y,광산구장애인복지관,062-943-0420,2020-07-10,3630000,광주광역시 광산구
전동휠체어급속충전기,전라남도,장흥군,46800,전라남도 장흥군 장흥읍 칠거리예양로 83,전라남도 장흥군 장흥읍 기양리 110,34.679784,126.9026433,장흥읍 행정복지센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전남 장흥군 장흥읍행정복지센터,061-860-8431,2020-07-13,4910000,전라남도 장흥군
전동휠체어급속충전기,전라남도,장흥군,46800,전라남도 장흥군 대덕읍 대대로 929,전라남도 장흥군 대덕읍 신월리 118-6,34.49941092,126.8882543,대덕읍 행정복지센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전남 장흥군 대덕읍행정복지센터,061-860-8433,2020-07-13,4910000,전라남도 장흥군
전동휠체어급속충전기,전라남도,장흥군,46800,전라남도 장흥군 용산면 장흥대로 2467,전라남도 장흥군 용산면 접정리 385-1,34.61522113,126.9141195,용산면 행정복지센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전남 장흥군 용산면행정복지센터,061-860-8734,2020-07-13,4910000,전라남도 장흥군
전동휠체어급속충전기,전라남도,장흥군,46800,전라남도 장흥군 안양면 안양로 135-8,전라남도 장흥군 안양면 운흥리 514-1,34.65033975,126.9739514,안양면 행정복지센터,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,Y,전남 장흥군 안양면행정복지센터,061-860-8735,2020-07-13,4910000,전라남도 장흥군
